start,end,sequence,rank,hardness
styes,shier,styes sties spies spier shier,-0.014390265102129509,3
prays,tribs,prays trays traps trips tribs,-0.014390265102129509,3
flags,drays,flags flays frays trays drays,-0.014390265102129509,3
frays,freed,frays frats frets frees freed,-0.014390265102129509,3
poems,routs,poems poets pouts gouts routs,-0.014390265102129509,3
liker,tykes,liker likes kikes tikes tykes,-0.014390265102129509,3
fenny,berry,fenny ferny ferry terry berry,-0.014390265102129509,3
hirer,biked,hirer hired hiked miked biked,-0.014390265102129509,3
kicky,mucks,kicky kicks wicks micks mucks,-0.014390265102129509,3
patty,pants,patty patsy pansy panty pants,-0.014390265102129509,2
flock,alack,flock flick fleck aleck alack,-0.014390265102129509,2
gaped,taper,gaped gaper gapes tapes taper,-0.014390265102129509,2
toned,runes,toned tuned tunes dunes runes,-0.014390265102129509,3
tyres,bikes,tyres tykes tikes likes bikes,-0.014390265102129509,3
cunts,coots,cunts cults colts coats coots,-0.014390265102129509,2
firer,diver,firer airer direr diner diver,-0.014390265102129509,2
deans,mends,deans deads reads rends mends,-0.014390265102129509,3
lanes,bases,lanes lames laces lases bases,-0.014390265102129509,2
alums,grams,alums arums drums drams grams,-0.014390265102129509,3
screw,strop,screw shrew strew strep strop,-0.014390265102129509,3
hooch,cinch,hooch cooch coach conch cinch,-0.014390265102129509,3
likes,dices,likes hikes bikes dikes dices,-0.014390265102129509,2
hyper,mover,hyper hoper holer hover mover,-0.014390265102129509,3
shahs,flaws,shahs shags slags flags flaws,-0.014390265102129509,3
clamp,crabs,clamp champ cramp crams crabs,-0.014390265102129509,3
spans,shags,spans spays shays shams shags,-0.014390265102129509,2
moray,fores,moray foray forky forks fores,-0.014390265102129509,3
drama,teems,drama drams trams teams teems,-0.014390265102129509,4
doves,sales,doves roves roles soles sales,-0.014390265102129509,3
greys,craps,greys grays trays traps craps,-0.014390265102129509,3
tuxes,toner,tuxes tunes tuned toned toner,-0.014390265102129509,3
direr,dices,direr diver dicer dicey dices,-0.014390265102129509,2
lazed,taxed,lazed lamed famed faxed taxed,-0.014390265102129509,2
tetra,deary,tetra terra terry teary deary,-0.014390265102129509,3
iambs,lanes,iambs lambs lames lades lanes,-0.014390265102129509,3
dikes,pines,dikes mikes mires mines pines,-0.014390265102129509,2
nerds,warts,nerds nards pards wards warts,-0.014390265102129509,3
demon,mimes,demon demos memos memes mimes,-0.014390265102129509,4
joust,boost,joust roust roast roost boost,-0.014390265102129509,2
clams,champ,clams clamp clomp chomp champ,-0.014390265102129509,2
binds,bongs,binds bends bunds bonds bongs,-0.014390265102129509,2
porky,berry,porky perky jerky jerry berry,-0.014390265102129509,3
tribs,dryer,tribs tries trier drier dryer,-0.014390265102129509,4
snubs,flags,snubs snugs slugs slags flags,-0.014390265102129509,4
safer,pawed,safer sager pager paged pawed,-0.014390265102129509,3
sward,scarp,sward swarm swarf scarf scarp,-0.014390265102129509,2
torts,route,torts touts louts routs route,-0.014390265102129509,3
earls,warns,earls marls marts warts warns,-0.014390265102129509,2
dynes,likes,dynes dykes tykes tikes likes,-0.014390265102129509,3
gibes,duces,gibes vibes vices dices duces,-0.014390265102129509,3
kicks,pinks,kicks kicky picky pinky pinks,-0.014390265102129509,2
thats,draws,thats chats chaws craws draws,-0.014390265102129509,3
farts,cants,farts fasts pasts pants cants,-0.014390265102129509,2
gooks,peons,gooks nooks noons neons peons,-0.014390265102129509,3
shrew,strap,shrew screw strew strep strap,-0.014390265102129509,3
frets,brigs,frets frees fries frigs brigs,-0.014390265102129509,3
gents,belts,gents rents rests bests belts,-0.014390265102129509,2
pipet,waned,pipet piped pined wined waned,-0.014390265102129509,4
genet,tines,genet genes penes pines tines,-0.014390265102129509,3
spued,blued,spued slued clued glued blued,-0.014390265102129509,2
alack,flick,alack flack flock fleck flick,-0.014390265102129509,2
zeros,wires,zeros heros heres hires wires,-0.014390265102129509,3
pager,sayer,pager paver saver safer sayer,-0.014390265102129509,2
fleck,snack,fleck aleck alack slack snack,-0.014390265102129509,3
biles,filly,biles bills dills dilly filly,-0.0145206431986093,3
rutty,cunts,rutty runty runts aunts cunts,-0.0145206431986093,3
mooch,pouch,mooch hooch cooch pooch pouch,-0.0145206431986093,2
resaw,besot,resaw resew reset beset besot,-0.0145206431986093,3
roger,voter,roger rower mower vower voter,-0.0145206431986093,2
curds,turfy,curds surds turds turfs turfy,-0.0145206431986093,3
nicer,bides,nicer niter biter bites bides,-0.0145206431986093,3
fetal,renal,fetal petal pedal penal renal,-0.0145206431986093,2
bases,borer,bases bales baler barer borer,-0.0145206431986093,3
grump,droop,grump trump tromp troop droop,-0.0145206431986093,3
kelly,balky,kelly telly tally talky balky,-0.0145206431986093,3
decoy,ducal,decoy decry decay decal ducal,-0.0145206431986093,3
selfs,nerts,selfs serfs nerfs nerds nerts,-0.0145206431986093,3
turfy,curds,turfy turfs turps turds curds,-0.0145206431986093,3
comps,sumps,comps romps rumps dumps sumps,-0.0145206431986093,2
tamps,hasps,tamps ramps rasps gasps hasps,-0.0145206431986093,2
fryer,frats,fryer freer frees frets frats,-0.0145206431986093,3
coney,joyed,coney coned toned toyed joyed,-0.0145206431986093,3
gnaws,pouts,gnaws gnats goats gouts pouts,-0.0145206431986093,4
plunk,skulk,plunk slunk stunk skunk skulk,-0.0145206431986093,3
fumer,ruses,fumer fumes fuzes fuses ruses,-0.0145206431986093,3
jumpy,damps,jumpy bumpy dumpy dumps damps,-0.0145206431986093,3
gnarl,scarp,gnarl snarl snarf scarf scarp,-0.0145206431986093,3
serfs,nests,serfs kerfs nerfs nerts nests,-0.0145206431986093,3
whips,chaws,whips whops chops chows chaws,-0.0145206431986093,3
horny,carve,horny corny carny carne carve,-0.0145206431986093,4
tally,dolls,tally pally polly polls dolls,-0.0145206431986093,3
cuing,stunt,cuing suing sting stint stunt,-0.0145206431986093,4
shuns,slurs,shuns shuts smuts sluts slurs,-0.0145206431986093,2
corky,porgy,corky dorky forky porky porgy,-0.0145206431986093,2
stink,klunk,stink stunk spunk slunk klunk,-0.0145206431986093,3
relax,resaw,relax relay repay resay resaw,-0.0145206431986093,2
suing,reins,suing cuing ruing ruins reins,-0.0145206431986093,3
fumed,fakes,fumed fumer fumes fames fakes,-0.0145206431986093,3
saxes,balds,saxes sakes bakes bales balds,-0.0145206431986093,3
conic,toric,conic monic sonic tonic toric,-0.0145206431986093,2
hiker,kikes,hiker piker pikes mikes kikes,-0.0145206431986093,2
bossa,passe,bossa fossa fosse posse passe,-0.0145206431986093,3
droop,frump,droop troop tromp trump frump,-0.0145206431986093,3
beans,hocks,beans beaks becks bocks hocks,-0.0145206431986093,4
ionic,toric,ionic monic sonic tonic toric,-0.0145206431986093,2
skits,units,skits slits snits knits units,-0.0145206431986093,2
junks,minks,junks dunks dinks finks minks,-0.0145206431986093,2
calve,carpy,calve carve carne carny carpy,-0.0145206431986093,3
ranks,tangs,ranks yanks hanks tanks tangs,-0.0145206431986093,2
jetty,natty,jetty petty potty patty natty,-0.0145206431986093,2
aider,coder,aider hider rider cider coder,-0.0145206431986093,2
darky,cocks,darky dorky dorks corks cocks,-0.0145206431986093,4
frats,claps,frats flats flams flaps claps,-0.0145206431986093,3
fossa,paste,fossa fosse posse poste paste,-0.0145206431986093,4
deary,decal,deary decry decoy decay decal,-0.0145206431986093,3
togas,logic,togas yogas yogis yogic logic,-0.0145206431986093,3
tilts,lints,tilts silts sifts lifts lints,-0.0145206431986093,2
twits,thews,twits twats thats thaws thews,-0.0145206431986093,3
hefts,lifts,hefts hefty lefty lefts lifts,-0.0145206431986093,2
bowls,silos,bowls bolls bolos solos silos,-0.0145206431986093,4
catty,filly,catty fatty fatly fitly filly,-0.0145206431986093,4
trump,trams,trump crump cramp tramp trams,-0.0145206431986093,2
purls,sully,purls hurls hurly surly sully,-0.0145206431986093,3
bumph,ramps,bumph bumps rumps romps ramps,-0.0145206431986093,3
thees,spews,thees thews shews stews spews,-0.0145206431986093,3
ruing,stink,ruing cuing suing sting stink,-0.0145206431986093,3
cider,ricer,cider aider rider rimer ricer,-0.0145206431986093,2
toric,sonic,toric toxic tonic monic sonic,-0.0145206431986093,2
revet,beret,revet relet reset beset beret,-0.0145206431986093,2
dorky,cores,dorky porky corky corks cores,-0.0145206431986093,3
purer,mower,purer curer corer cower mower,-0.0145206431986093,3
divan,visas,divan divas kivas vivas visas,-0.0145206431986093,3
pours,touts,pours pouts gouts louts touts,-0.0145206431986093,2
wacko,tally,wacko wacky tacky talky tally,-0.0145206431986093,4
cowry,downs,cowry dowry dowdy downy downs,-0.0145206431986093,3
skids,snipe,skids skins skips snips snipe,-0.0145206431986093,3
howdy,downs,howdy dowdy dowry downy downs,-0.0145206431986093,3
nasty,ratty,nasty natty patty tatty ratty,-0.0145206431986093,2
hazer,lased,hazer hazel hazed lazed lased,-0.0145206431986093,3
bytes,canes,bytes bates banes janes canes,-0.0145206431986093,3
leafy,loads,leafy leafs loafs loams loads,-0.0145206431986093,3
sofas,comas,sofas soyas sodas codas comas,-0.0145206431986093,2
scuff,scare,scuff scurf scarf scarp scare,-0.0145206431986093,3
cento,cunts,cento cents rents runts cunts,-0.0145206431986093,2
smogs,grogs,smogs slogs flogs frogs grogs,-0.0145206431986093,2
culls,purls,culls dulls bulls burls purls,-0.0145206431986093,2
duper,sower,duper super surer sorer sower,-0.0145206431986093,3
bongo,dings,bongo bingo lingo dingo dings,-0.0145206431986093,3
bitsy,nitty,bitsy bitty titty witty nitty,-0.0145206431986093,2
decor,ducal,decor decoy decay decal ducal,-0.0145206431986093,3
waver,waxed,waver waker wader waxer waxed,-0.0145206431986093,2
cooed,boxed,cooed wooed booed boned boxed,-0.0145206431986093,2
beefs,peels,beefs reefs reeks peeks peels,-0.0145206431986093,2
bunts,beats,bunts bents beets belts beats,-0.0145206431986093,2
litho,paths,litho lithe lathe laths paths,-0.0145206431986093,3
slits,chats,slits snits shits chits chats,-0.0145206431986093,3
mauls,pails,mauls cauls hauls hails pails,-0.0145206431986093,2
loams,foals,loams loamy foamy foams foals,-0.0145206431986093,2
haves,lases,haves eaves laves laces lases,-0.0145206431986093,2
basks,bared,basks balks bales baled bared,-0.0145206431986093,3
games,tamer,games gamed gamey gamer tamer,-0.0145206431986093,2
skews,whews,skews stews shews thews whews,-0.0145206431986093,2
seedy,nerts,seedy needy nerdy nerds nerts,-0.0145206431986093,4
kikes,pukes,kikes tikes bikes pikes pukes,-0.0145206431986093,2
fatly,billy,fatly fitly filly hilly billy,-0.0145206431986093,3
fatty,nasty,fatty ratty catty natty nasty,-0.0145206431986093,2
surds,kerfs,surds suras surfs serfs kerfs,-0.0145206431986093,3
bayed,gates,bayed bated bates nates gates,-0.0145206431986093,3
paddy,buddy,paddy daddy diddy duddy buddy,-0.0145206431986093,2
dunks,dicks,dunks junks jinks dinks dicks,-0.0145206431986093,2
teens,serfs,teens keens kerns kerfs serfs,-0.0145206431986093,3
hazel,hales,hazel hazer haler haled hales,-0.0145206431986093,2
soyas,codas,soyas sofas somas sodas codas,-0.0145206431986093,2
nerts,turfs,nerts nerfs serfs surfs turfs,-0.0145206431986093,3
rural,suras,rural mural aural auras suras,-0.0145206431986093,2
beefy,beats,beefy beefs beets bents beats,-0.0145206431986093,3
roles,codas,roles moles molas colas codas,-0.0145206431986093,3
lordy,porks,lordy cordy corky porky porks,-0.0145206431986093,3
gavel,rapes,gavel navel naves raves rapes,-0.0145206431986093,3
wiser,fused,wiser miser muser mused fused,-0.0145206431986093,3
dingo,binge,dingo jingo lingo bingo binge,-0.0145206431986093,2
bales,cores,bales pales pares pores cores,-0.0145206431986093,3
nitty,kilty,nitty bitty witty kitty kilty,-0.0145206431986093,2
fitly,ratty,fitly fatly fatty tatty ratty,-0.0145206431986093,3
frogs,fries,frogs frigs prigs pries fries,-0.0145206431986093,2
flips,snits,flips blips slips snips snits,-0.0145206431986093,3
dames,vamps,dames damps camps ramps vamps,-0.0145206431986093,2
canes,darer,canes caner cager carer darer,-0.0145206431986093,3
login,yogas,login logic yogic yogis yogas,-0.0145206431986093,3
dykes,yikes,dykes dikes pikes bikes yikes,-0.0145206431986093,2
somas,codas,somas soyas sofas sodas codas,-0.0145206431986093,2
lilts,tines,lilts tilts tints tings tines,-0.0145206431986093,3
cagey,panes,cagey cages canes banes panes,-0.0145206431986093,3
foamy,foils,foamy foams foals fouls foils,-0.0145206431986093,3
mural,suras,mural rural aural auras suras,-0.0145206431986093,2
biked,bites,biked biker bikes biles bites,-0.0145206431986093,2
panda,janes,panda panga pangs panes janes,-0.0145206431986093,3
cures,corer,cures lures lurer curer corer,-0.014651021295089092,2
cones,boded,cones coned toned boned boded,-0.014651021295089092,3
nosey,lousy,nosey mosey mossy lossy lousy,-0.014651021295089092,3
corny,ninny,corny carny canny nanny ninny,-0.014651021295089092,3
scurf,snare,scurf scarf snarf snark snare,-0.014651021295089092,3
camel,camps,camel cameo campo campy camps,-0.014651021295089092,2
filar,riled,filar filer tiler tiled riled,-0.014651021295089092,3
scars,swats,scars scans scabs swabs swats,-0.014651021295089092,2
sleds,spews,sleds slews shews skews spews,-0.014651021295089092,2
waker,rawer,waker maker raker raper rawer,-0.014651021295089092,2
booth,mosts,booth sooth soots moots mosts,-0.014651021295089092,3
gooky,roomy,gooky kooky nooky rooky roomy,-0.014651021295089092,2
lilty,mines,lilty linty lints mints mines,-0.014651021295089092,4
winos,oinks,winos winks minks finks oinks,-0.014651021295089092,2
fuels,dieth,fuels duels duets diets dieth,-0.014651021295089092,4
warps,harry,warps carps harps harpy harry,-0.014651021295089092,3
pests,lasts,pests pasts easts fasts lasts,-0.014651021295089092,2
lousy,bossa,lousy lossy mossy bossy bossa,-0.014651021295089092,3
mungs,bunco,mungs bungs bunks bunko bunco,-0.014651021295089092,3
whisk,swish,whisk whist whish shish swish,-0.014651021295089092,3
mafia,magma,mafia mania manna magna magma,-0.014651021295089092,2
melds,goods,melds gelds gilds golds goods,-0.014651021295089092,3
hexad,yawed,hexad hexed hewed hawed yawed,-0.014651021295089092,4
zetas,laths,zetas betas beths baths laths,-0.014651021295089092,3
pomps,wispy,pomps pimps wimps wimpy wispy,-0.014651021295089092,4
cubby,nobby,cubby hubby hobby lobby nobby,-0.014651021295089092,2
tubes,mites,tubes tuxes muxes mutes mites,-0.014651021295089092,3
gimps,limns,gimps wimps limps limes limns,-0.014651021295089092,2
motto,gotta,motto lotto lotta cotta gotta,-0.014651021295089092,2
wools,booty,wools wooly woozy boozy booty,-0.014651021295089092,3
bores,popes,bores mores mopes copes popes,-0.014651021295089092,2
mania,magma,mania manta manna magna magma,-0.014651021295089092,2
plods,slows,plods ploys plows glows slows,-0.014651021295089092,2
dusts,duals,dusts ducts duets duels duals,-0.014651021295089092,2
goths,motel,goths moths motes motet motel,-0.014651021295089092,3
slams,gluts,slams slaws slats sluts gluts,-0.014651021295089092,3
mashy,wasps,mashy dashy washy waspy wasps,-0.014651021295089092,3
peats,wells,peats pelts welts welds wells,-0.014651021295089092,3
hooky,booms,hooky rooky booky boomy booms,-0.014651021295089092,3
soled,sawer,soled sowed sewed sawed sawer,-0.014651021295089092,3
swoon,spook,swoon swoop snoop snook spook,-0.014651021295089092,2
luaus,cults,luaus lulus lulls culls cults,-0.014651021295089092,3
klunk,chick,klunk clunk chunk chuck chick,-0.014651021295089092,4
lobed,raper,lobed robed roped roper raper,-0.014651021295089092,4
gluey,slued,gluey gluer bluer blued slued,-0.014651021295089092,2
coops,gooks,coops coons cools cooks gooks,-0.014651021295089092,2
surge,mange,surge sarge barge marge mange,-0.014651021295089092,3
tapir,rakes,tapir tapis tapes rapes rakes,-0.014651021295089092,4
fives,copes,fives fixes foxes coxes copes,-0.014651021295089092,3
weans,deals,weans weals peals teals deals,-0.014651021295089092,2
noons,toots,noons moons loons toons toots,-0.014651021295089092,2
mummy,tommy,mummy dummy yummy tummy tommy,-0.014651021295089092,2
gazes,lases,gazes lazes laves lades lases,-0.014651021295089092,2
luxes,muter,luxes tuxes muxes mutes muter,-0.014651021295089092,3
cribs,prams,cribs tribs trims trams prams,-0.014651021295089092,3
hurly,fulls,hurly hurls burls furls fulls,-0.014651021295089092,3
wimpy,rasps,wimpy wispy waspy wasps rasps,-0.014651021295089092,4
meany,peaky,meany mealy meaty peaty peaky,-0.014651021295089092,2
pushy,gusts,pushy cushy gushy gusty gusts,-0.014651021295089092,3
iodic,comic,iodic ionic monic conic comic,-0.014651021295089092,2
muses,fused,muses ruses fuses fusee fused,-0.014651021295089092,2
goony,foods,goony goofy goody goods foods,-0.014651021295089092,3
luted,mitts,luted lutes mutes mites mitts,-0.014651021295089092,4
jades,facer,jades fades faxes faxer facer,-0.014651021295089092,3
tided,mired,tided bided sided sired mired,-0.014651021295089092,2
gored,toned,gored cored coped coned toned,-0.014651021295089092,2
whets,shews,whets wheys whens whews shews,-0.014651021295089092,2
dorks,winks,dorks dirks dinks finks winks,-0.014651021295089092,3
golds,mules,golds golfs gulfs gules mules,-0.014651021295089092,3
slugs,slaws,slugs slurs sluts slats slaws,-0.014651021295089092,2
sates,kites,sates sites sited kited kites,-0.014651021295089092,2
sloth,slews,sloth slots slows slaws slews,-0.014651021295089092,3
panty,farts,panty pasty pasts fasts farts,-0.014651021295089092,3
poler,hosed,poler poser posed nosed hosed,-0.014651021295089092,3
norms,wordy,norms corms worms wormy wordy,-0.014651021295089092,3
lyres,pales,lyres tyres pyres pares pales,-0.014651021295089092,3
mitts,sites,mitts mites rites cites sites,-0.014651021295089092,2
wheys,whats,wheys whens whews whets whats,-0.014651021295089092,2
poset,poled,poset poses pores pored poled,-0.014651021295089092,2
promo,crimp,promo primo prima primp crimp,-0.014651021295089092,3
ducts,dudes,ducts duces dupes dukes dudes,-0.014651021295089092,2
rimer,aimed,rimer rimes rimed timed aimed,-0.014651021295089092,2
halts,vales,halts hales sales dales vales,-0.014651021295089092,2
slyer,gaper,slyer shyer sayer gayer gaper,-0.014651021295089092,3
cubed,cures,cubed tubed tubes cubes cures,-0.014651021295089092,2
payer,saner,payer gayer sayer sager saner,-0.014651021295089092,2
lossy,nosed,lossy mossy mosey nosey nosed,-0.014651021295089092,3
gimpy,poops,gimpy gimps pimps pomps poops,-0.014651021295089092,4
mynas,muxes,mynas minas mines mixes muxes,-0.014651021295089092,3
gawks,harms,gawks hawks hanks harks harms,-0.014651021295089092,3
malty,hales,malty salty salts halts hales,-0.014651021295089092,3
dudes,tykes,dudes dukes dikes tikes tykes,-0.014651021295089092,3
scums,slats,scums scams slams slays slats,-0.014651021295089092,3
cabby,hubby,cabby gabby tabby tubby hubby,-0.014651021295089092,2
mutes,nukes,mutes lutes jutes jukes nukes,-0.014651021295089092,2
props,primo,props profs proms promo primo,-0.014651021295089092,3
gutsy,nutty,gutsy gutty rutty putty nutty,-0.014651021295089092,2
yipes,dines,yipes yikes dikes dices dines,-0.014651021295089092,2
hexer,sexes,hexer hexed hexes vexes sexes,-0.014651021295089092,2
ruses,ducks,ruses rusts dusts dusks ducks,-0.014651021295089092,3
trued,prier,trued trues truer trier prier,-0.014651021295089092,3
cuffs,tiffs,cuffs buffs boffs biffs tiffs,-0.014651021295089092,2
panes,vases,panes banes babes bases vases,-0.014651021295089092,2
smuts,slums,smuts sluts slues slurs slums,-0.014651021295089092,2
pawky,harks,pawky gawky gawks hawks harks,-0.014651021295089092,3
kooky,bossy,kooky cooky booky bosky bossy,-0.014651021295089092,3
balky,faddy,balky baldy baddy paddy faddy,-0.014651021295089092,3
slims,smuts,slims slums slugs sluts smuts,-0.014651021295089092,3
laver,maced,laver lamer lacer laced maced,-0.014651021295089092,3
boxer,toper,boxer boner loner toner toper,-0.014651021295089092,2
peens,terns,peens keens kerns ferns terns,-0.014651021295089092,2
whish,slash,whish shish shush slush slash,-0.014651021295089092,3
betel,raven,betel bevel revel ravel raven,-0.014651021295089092,4
lotto,volts,lotto motto molto molts volts,-0.014651021295089092,3
renew,revet,renew resew reset relet revet,-0.014651021295089092,2
helms,veals,helms hells heals peals veals,-0.014651021295089092,3
gelds,tiros,gelds gilds girds giros tiros,-0.014651021295089092,4
paths,bates,paths laths raths baths bates,-0.014651021295089092,2
pocks,sucks,pocks picks ticks sicks sucks,-0.014651021295089092,2
raids,vends,raids rands rends lends vends,-0.014651021295089092,3
bakes,taros,bakes bares dares tares taros,-0.014651021295089092,3
dazes,farts,dazes razes fazes fares farts,-0.014651021295089092,3
awash,agate,awash abash abase abate agate,-0.014651021295089092,3
yella,jells,yella fella fells wells jells,-0.014651021295089092,2
honks,harms,honks hanks hawks harks harms,-0.014651021295089092,3
vials,deads,vials rials dials deals deads,-0.014651021295089092,3
bandy,balky,bandy bawdy baddy baldy balky,-0.014651021295089092,2
carts,hafts,carts warts harts halts hafts,-0.014651021295089092,2
ogres,oiled,ogres ogles ogler ogled oiled,-0.014651021295089092,3
zebus,debug,zebus rebus rebut debut debug,-0.014651021295089092,2
camps,tyros,camps tamps tarps taros tyros,-0.014651021295089092,4
dupes,disks,dupes duces dices dicks disks,-0.014651021295089092,3
grins,greys,grins grids grips greps greys,-0.014651021295089092,2
jutes,ruses,jutes mutes muses buses ruses,-0.014651021295089092,2
mosey,louse,mosey mossy lossy lousy louse,-0.014651021295089092,4
zeals,leans,zeals weals weans beans leans,-0.014651021295089092,2
gouty,routs,gouty gouts bouts pouts routs,-0.014651021295089092,2
movie,bogie,movie moxie doxie dogie bogie,-0.014651021295089092,2
wicks,fucks,wicks licks lucks ducks fucks,-0.014651021295089092,2
writs,grins,writs crits grits grids grins,-0.014651021295089092,2
paled,pater,paled pared parer paver pater,-0.014651021295089092,2
spitz,spina,spitz spits spins spiny spina,-0.014651021295089092,2
lieth,duels,lieth dieth diets duets duels,-0.014651021295089092,4
darer,paler,darer parer paver pager paler,-0.014651021295089092,2
bossy,sassy,bossy mossy missy sissy sassy,-0.014651021295089092,2
tames,sated,tames tamed gamed gated sated,-0.014651021295089092,3
porks,darns,porks perks parks darks darns,-0.014651021295089092,3
rices,ticks,rices dices dicks licks ticks,-0.014651021295089092,2
ditch,natch,ditch bitch botch batch natch,-0.014651021295089092,2
mucus,sinks,mucus mucks micks sicks sinks,-0.014651021295089092,4
yelps,tempi,yelps helps hemps temps tempi,-0.014651021295089092,3
gaper,darer,gaper caper cager carer darer,-0.014651021295089092,2
hewed,sawed,hewed hawed jawed pawed sawed,-0.014651021295089092,2
wimps,limes,wimps wisps lisps limps limes,-0.014651021295089092,2
rinds,minks,rinds rinks oinks kinks minks,-0.014651021295089092,2
nosed,homed,nosed posed hosed honed homed,-0.014651021295089092,2
busts,nests,busts bests zests tests nests,-0.014651021295089092,2
tyros,totes,tyros tyres tykes tokes totes,-0.014651021295089092,3
aimed,timer,aimed rimed rimes rimer timer,-0.014651021295089092,2
slaws,chews,slaws slews spews shews chews,-0.014651021295089092,3
boffo,cuffs,boffo buffo buffs huffs cuffs,-0.014651021295089092,3
banns,jakes,banns banes vanes janes jakes,-0.014651021295089092,3
fiber,miner,fiber filer miler miser miner,-0.014651021295089092,2
scans,slats,scans scams slams slaws slats,-0.014651021295089092,2
biffs,cuffs,biffs tiffs miffs muffs cuffs,-0.014651021295089092,2
robed,topes,robed roped moped toped topes,-0.014651021295089092,3
swank,spays,swank swans swats spats spays,-0.014651021295089092,3
reset,ripen,reset revet rivet riven ripen,-0.014651021295089092,3
meter,mixer,meter miter miner mimer mixer,-0.014651021295089092,2
filer,miner,filer oiler tiler miler miner,-0.014651021295089092,2
junco,punks,junco bunco bunko bunks punks,-0.014651021295089092,3
cotta,molto,cotta lotta lotto motto molto,-0.014651021295089092,3
herem,kerbs,herem heres herbs verbs kerbs,-0.014651021295089092,3
molls,colts,molls molas colas colds colts,-0.014651021295089092,2
bombe,tombs,bombe bombs combs wombs tombs,-0.014651021295089092,2
wizen,cider,wizen widen wider bider cider,-0.014651021295089092,3
whoso,whump,whoso whooo whoop whomp whump,-0.014651021295089092,3
coper,dimer,coper roper riper rimer dimer,-0.014651021295089092,3
nobby,hubby,nobby lobby bobby hobby hubby,-0.014651021295089092,2
snook,swoop,snook snoot snood snoop swoop,-0.014651021295089092,2
lupus,nulls,lupus luaus lulus lulls nulls,-0.014651021295089092,3
fries,proms,fries bries brims prims proms,-0.014651021295089092,3
welts,feats,welts melts pelts felts feats,-0.014651021295089092,2
hares,baler,hares hates hales haler baler,-0.014651021295089092,3
duets,mulls,duets duels duals dulls mulls,-0.014651021295089092,3
mossy,posed,mossy mosey nosey nosed posed,-0.014651021295089092,3
cukes,pubes,cukes dukes jukes pukes pubes,-0.014651021295089092,2
mimer,liter,mimer miser miner liner liter,-0.014651021295089092,2
trios,drays,trios trims trams trays drays,-0.014651021295089092,3
razer,maned,razer mazer mazed maced maned,-0.014651021295089092,3
byres,hires,byres bares hares heres hires,-0.014651021295089092,2
tango,barge,tango mango mange marge barge,-0.014651021295089092,3
troll,krill,troll trill frill grill krill,-0.014651021295089092,2
tiers,jeers,tiers biers beers leers jeers,-0.014651021295089092,2
coder,dozed,coder coper doper dozer dozed,-0.014651021295089092,3
whoas,corps,whoas whops chops coops corps,-0.014651021295089092,4
kerbs,hires,kerbs verbs herbs heres hires,-0.014651021295089092,3
doled,loner,doled holed honed honer loner,-0.014651021295089092,3
cliff,chafe,cliff chiff chuff chaff chafe,-0.014651021295089092,3
boggy,dungy,boggy buggy muggy mungy dungy,-0.014651021295089092,3
winks,jings,winks oinks jinks jinns jings,-0.014651021295089092,2
wands,babes,wands wanes banes bases babes,-0.014651021295089092,3
latus,baths,latus laths maths raths baths,-0.014651021295089092,2
bobby,cubby,bobby lobby hobby hubby cubby,-0.014651021295089092,2
snows,slobs,snows scows stows slows slobs,-0.014651021295089092,2
recut,demit,recut rebut debut debit demit,-0.014651021295089092,3
wrens,sheds,wrens whens whews shews sheds,-0.014651021295089092,3
biers,preps,biers piers peers peeps preps,-0.014651021295089092,3
craws,clamp,craws crags crams cramp clamp,-0.014651021295089092,3
dunes,gunks,dunes dungs bungs bunks gunks,-0.014651021295089092,2
yokes,pones,yokes cokes coxes poxes pones,-0.014651021295089092,2
perks,dorky,perks parks porks dorks dorky,-0.014651021295089092,3
miens,limps,miens liens lions limns limps,-0.014651021295089092,3
proms,prima,proms promo primo prims prima,-0.014651021295089092,2
jawed,saver,jawed hawed sawed sawer saver,-0.014651021295089092,3
molto,cotta,molto motto lotto lotta cotta,-0.014651021295089092,3
rimed,domes,rimed rimer rimes dimes domes,-0.014651021295089092,3
dribs,trips,dribs tribs trims trios trips,-0.014651021295089092,2
vised,fined,vised wised wined mined fined,-0.014651021295089092,2
tiros,turps,tiros tyros taros tarps turps,-0.014651021295089092,2
sucks,picky,sucks pucks packs picks picky,-0.014651021295089092,3
cowed,nones,cowed cooed coned cones nones,-0.014651021295089092,3
silts,milks,silts silos silks bilks milks,-0.014651021295089092,2
scold,scarp,scold scald scaly scary scarp,-0.014651021295089092,3
sonny,tinny,sonny nonny nanny ninny tinny,-0.014651021295089092,2
tacts,yanks,tacts tacks tanks hanks yanks,-0.014651021295089092,3
duchy,lucks,duchy ducky ducks fucks lucks,-0.014651021295089092,3
agape,abase,agape agave agate abate abase,-0.014651021295089092,2
varia,manic,varia maria mafia mania manic,-0.014651021295089092,3
hubby,cabby,hubby cubby tubby tabby cabby,-0.014651021295089092,2
crits,mains,crits grits gaits gains mains,-0.014651021295089092,3
gaits,drips,gaits grits grins grips drips,-0.014651021295089092,3
melts,silty,melts malts salts salty silty,-0.014651021295089092,3
vivre,tithe,vivre livre litre titre tithe,-0.014651021295089092,3
wafts,farts,wafts rafts hafts harts farts,-0.014651021295089092,2
wadis,hales,wadis wades wales kales hales,-0.014651021295089092,3
eases,vined,eases vases vanes vaned vined,-0.014651021295089092,4
